SampleCode,Compound,Category1,Category2,Formula,Halogenation,RetentionTime1D,RetentionTime2D,InternalStandard,Sample,Ecotype,Instrument,RelativeArea
JEH0472,TCPM 6,anthropogenic,TCPM,C19H13Cl3,chlorinated,1579.44,1.663,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",1.216979055
DSJ2155,TCPM 6,anthropogenic,TCPM,C19H13Cl3,chlorinated,1575.94,1.643,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",1.702589107
DSJ1765,TCPM 6,anthropogenic,TCPM,C19H13Cl3,chlorinated,1575.94,1.643,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",1.25350584
KXD0003,TCPM 6,anthropogenic,TCPM,C19H13Cl3,chlorinated,1575.94,1.65,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.589638187
KZP0086,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1596.93,1.723,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",6.945774161
DSJ2195,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1600.43,1.716,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",4.287937974
NEB0016,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1596.93,1.69,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",2.257710988
DSJ2155,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1596.93,1.742,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",16.13955612
KXD0003,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1596.93,1.729,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",8.393036227
JEH0504,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1600.43,1.769,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",9.665911671
JEH0472,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1600.43,1.782,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",4.709815317
DSJ1765,Tris(4-chlorophenyl)methane (TCPM),anthropogenic,TCPM,C19H13Cl3,chlorinated,1596.93,1.736,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",12.2610911
KZP0086,TCPM 7,anthropogenic,TCPM,C19H13Cl3,chlorinated,1680.88,2.138,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.427074034
NEB0016,TCPM 7,anthropogenic,TCPM,C19H13Cl3,chlorinated,1677.38,2.092,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.141702181
JEH0504,TCPM 7,anthropogenic,TCPM,C19H13Cl3,chlorinated,1677.38,2.158,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.548866013
KXD0003,TCPM 7,anthropogenic,TCPM,C19H13Cl3,chlorinated,1673.89,2.112,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.378888131
JEH0472,TCPM 7,anthropogenic,TCPM,C19H13Cl3,chlorinated,1677.38,2.132,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.133548527
KZP0086,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1624.91,1.789,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.050525595
DSJ2195,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1628.41,1.789,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.032492406
JEH0504,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1624.91,1.775,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.336210054
JEH0472,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1624.91,1.795,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.127486731
DSJ2155,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1621.42,1.762,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.07985025
DSJ1765,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1621.42,1.769,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.054579008
KXD0003,TCPM 4Cl 1,anthropogenic,TCPM,C19H12Cl4,chlorinated,1621.42,1.769,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.040859099
JEH0504,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1652.9,1.987,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.206331629
JEH0472,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1652.9,1.98,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.053510742
DSJ2155,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1649.4,1.967,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.035165588
DSJ1765,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1649.4,1.967,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.029050847
KXD0003,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1649.4,1.967,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.021940703
DSJ2195,TCPM 4Cl 2,anthropogenic,TCPM,C19H12Cl4,chlorinated,1652.9,1.967,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.029815995
KZP0086,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1705.37,1.954,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.057436356
DSJ2195,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1705.37,1.94,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.009668509
NEB0016,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1705.37,1.927,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.006751982
DSJ2155,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1701.87,1.967,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.07543045
DSJ1765,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1701.87,1.96,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.077810116
KXD0003,TCPM 4Cl 3,anthropogenic,TCPM,C19H12Cl4,chlorinated,1701.87,1.954,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.049756385
KZP0086,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1680.88,2.112,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",39.65690716
NEB0016,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1680.88,2.132,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.128965888
JEH0504,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1677.38,2.119,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",36.94659428
JEH0472,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1677.38,2.119,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",14.91163728
DSJ2155,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1673.89,2.099,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",10.81928014
DSJ1765,Tris(4-chlorophenyl)methanol (TCPME),anthropogenic,TCPMOH,C19H13Cl3O,chlorinated,1677.38,2.105,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",6.148340543
KZP0086,toxaphene 1,anthropogenic,Toxaphene,C8H7Cl5,NA,1285.61,1.208,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.358484488
JEH0504,toxaphene 1,anthropogenic,Toxaphene,C8H7Cl5,NA,1285.61,1.208,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.182365189
DSJ2155,toxaphene 1,anthropogenic,Toxaphene,C8H7Cl5,NA,1282.11,1.208,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.488577099
DSJ1765,toxaphene 1,anthropogenic,Toxaphene,C8H7Cl5,NA,1282.11,1.228,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.636480253
KXD0003,toxaphene 1,anthropogenic,Toxaphene,C8H7Cl5,NA,1282.11,1.214,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.363123508
KZP0086,toxaphene 2,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1422.03,1.452,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.064559653
NEB0016,toxaphene 2,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1418.53,1.419,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.027722546
JEH0504,toxaphene 2,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1422.03,1.439,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.087524583
JEH0504,toxaphene 3,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1495.49,1.049,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.008930112
DSJ2155,toxaphene 3,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1491.99,1.056,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.013755722
DSJ1765,toxaphene 3,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1495.49,1.056,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.016424966
KZP0086,toxaphene 3,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1495.49,1.063,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.022875912
DSJ2195,toxaphene 3,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1498.99,1.049,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.021725042
KZP0086,toxaphene 4,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1533.97,1.096,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.018371133
JEH0504,toxaphene 4,anthropogenic,Toxaphene,C8H7Cl5,chlorinated,1533.97,1.082,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.007124377
NEB0016,toxaphene 5,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1257.62,1.221,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005918963
DSJ2155,toxaphene 5,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1257.62,1.234,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.023517925
DSJ1765,toxaphene 5,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1257.62,1.247,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.056155374
KXD0003,toxaphene 5,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1257.62,1.234,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.019989633
JEH0504,toxaphene 5,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1257.62,1.247,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.031195766
JEH0504,toxaphene 6,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1275.11,1.267,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.064773424
DSJ1765,toxaphene 6,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1275.11,1.261,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.146875457
DSJ2195,toxaphene 6,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1278.61,1.241,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.028746118
KZP0086,toxaphene 7,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1404.54,1.023,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.009032806
JEH0504,toxaphene 7,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1404.54,1.023,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.005690984
DSJ2155,toxaphene 7,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1397.54,1.03,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.006223948
DSJ2195,toxaphene 7,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1401.04,1.023,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.01491057
KZP0086,toxaphene 8,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1429.03,1.432,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.06987971
DSJ2155,toxaphene 8,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1425.53,1.386,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.072958903
DSJ1765,toxaphene 8,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1425.53,1.393,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.107184352
KXD0003,toxaphene 8,anthropogenic,Toxaphene,C10H10Cl6,chlorinated,1425.53,1.406,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.037217629
KZP0086,toxaphene 9,anthropogenic,Toxaphene,C10H6Cl6O,chlorinated,1397.54,1.419,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.056104681
DSJ2195,toxaphene 9,anthropogenic,Toxaphene,C10H6Cl6O,chlorinated,1401.04,1.445,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.051429592
KZP0086,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1404.54,1.287,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.470331526
DSJ2195,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1401.04,1.294,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.85928877
NEB0016,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1397.54,1.274,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.766249632
JEH0504,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1404.54,1.267,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.228594539
DSJ2155,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1411.54,1.307,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.237397204
DSJ1765,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1401.04,1.287,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",2.250072546
KXD0003,toxaphene 10,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1401.04,1.267,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.736266713
KZP0086,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1432.52,1.36,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.15706953
DSJ2195,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1432.52,1.353,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.214856912
NEB0016,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1429.03,1.333,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.086108277
JEH0472,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1436.02,1.34,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.069981105
DSJ2155,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1429.03,1.34,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.164180679
KXD0003,toxaphene 11,anthropogenic,Toxaphene,C10H9Cl7,chlorinated,1429.03,1.346,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.095622505
JEH0504,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1404.54,1.28,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.345419726
JEH0472,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1404.54,1.28,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.120861234
NEB0016,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1397.54,1.287,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.18270127
DSJ2155,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1401.04,1.294,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.773352305
DSJ1765,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1401.04,1.3,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.461409628
KXD0003,toxaphene 12,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1401.04,1.28,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.526494877
KZP0086,toxaphene 13,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1411.54,1.32,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.283845951
JEH0504,toxaphene 13,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1411.54,1.307,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.177466038
JEH0472,toxaphene 13,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1415.03,1.3,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.059741078
DSJ1765,toxaphene 13,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1411.54,1.32,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.620216768
KXD0003,toxaphene 13,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1408.04,1.307,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.132040029
KZP0086,toxaphene 14,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1450.01,1.439,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.065433046
NEB0016,toxaphene 14,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1450.01,1.399,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.076275419
JEH0504,toxaphene 14,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1453.51,1.412,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.086365579
DSJ1765,toxaphene 14,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1450.01,1.426,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.249864711
KZP0086,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1464.01,1.399,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.418992663
DSJ2195,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1467.5,1.399,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.544823457
JEH0504,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1464.01,1.399,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.428064932
JEH0472,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1467.5,1.399,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.125305944
DSJ2155,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1467.5,1.412,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.048219295
DSJ1765,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1460.51,1.412,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.242636496
KXD0003,toxaphene 15,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1464.01,1.379,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.180761648
KZP0086,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1478,1.432,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.257433298
DSJ2195,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1478,1.432,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.632961529
NEB0016,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1474.5,1.412,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.0936103
JEH0504,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1478,1.426,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.292105537
JEH0472,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1481.5,1.439,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.051585043
DSJ2155,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1474.5,1.426,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.351080258
DSJ1765,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1474.5,1.432,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.299838508
KXD0003,toxaphene 16,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1474.5,1.426,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.153300783
JEH0472,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1498.99,1.379,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.07545756
KZP0086,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1495.49,1.406,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.635325034
DSJ2195,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1498.99,1.393,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.653409233
NEB0016,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1495.49,1.379,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.186025258
JEH0504,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1495.49,1.399,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.59768868
DSJ2155,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1491.99,1.393,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.393833169
DSJ1765,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1495.49,1.393,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.593854288
KXD0003,toxaphene 17,anthropogenic,Toxaphene,C10H8Cl8,chlorinated,1491.99,1.393,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.350497108
KZP0086,toxaphene 18,anthropogenic,Toxaphene,C10H8Cl8,NA,1509.48,1.03,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.009617613
DSJ1765,toxaphene 18,anthropogenic,Toxaphene,C10H8Cl8,NA,1505.98,1.03,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.009170692
KXD0003,toxaphene 18,anthropogenic,Toxaphene,C10H8Cl8,NA,1505.98,1.03,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.004308978
KZP0086,toxaphene 19,anthropogenic,Toxaphene,C10H9Cl9,chlorinated,1554.95,1.65,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.015631403
NEB0016,toxaphene 19,anthropogenic,Toxaphene,C10H9Cl9,chlorinated,1554.95,1.63,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.002538524
JEH0504,toxaphene 19,anthropogenic,Toxaphene,C10H9Cl9,chlorinated,1554.95,1.663,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.026439591
DSJ1765,toxaphene 19,anthropogenic,Toxaphene,C10H9Cl9,chlorinated,1554.95,1.67,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.027837601
DSJ2195,toxaphene 19,anthropogenic,Toxaphene,C10H9Cl9,chlorinated,1558.45,1.657,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.058680418
